HCODE,DOCTYP,TAKER,DST,TRIA,DIRORG,DECAL,DSUNT,NOTES,SEDAT,EXTP,DEPN,COMIT,DSIZE,PORCS,DAREA
0990824A,變更內容對照表,邱景昆,宜蘭縣,0990603,經濟部能源局,,,本書件為定稿本,0990510,審核修正通過,臺灣化學纖維股份有限公司龍德廠,0990920,0,辦理結案,0
0990814A,變更內容對照表,邱景昆,宜蘭縣,0990603,經濟部能源局,,,本書件為定稿本,0990510,審核修正通過,臺灣化學纖維股份有限公司龍德廠,0990920,0,辦理結案,0
0990804A,變更內容對照表,邱景昆,宜蘭縣,0990603,經濟部能源局,,,本書件為定稿本,0990510,審核修正通過,臺灣化學纖維股份有限公司龍德廠,0990920,0,辦理結案,0
0990798A,變更內容對照表,邱景昆,宜蘭縣,0990603,經濟部能源局,,,本書件為定稿本,0990510,審核修正通過,臺灣化學纖維股份有限公司龍德廠,0990920,0,辦理結案,0
0990784A,說明書,張同婉,花蓮縣,1010118,經濟部礦物局,探礦、採礦,公頃,,0990507,有條件通過環境影響評估,華隆大理石工業股份有限公司,1010604,10.029592,辦理結案,10.029592
0990778A,變更內容對照表,陳妙玲,桃園縣,0990525,經濟部能源局,,,,0990517,審核修正通過,台灣電力股份有限公司,0990614,0,辦理結案,0
0990768A,變更內容對照表,陳妙玲,彰化縣,0990528,經濟部能源局,,,,0990512,審核修正通過,鹿威風力發電股份有限公司,-,0,辦理結案,0
0990755A,變更內容對照表,陳妙玲,彰化縣,0990528,經濟部能源局,,,,0990512,審核修正通過,鹿威風力發電股份有限公司,-,0,辦理結案,0
0990744A,差異分析報告,張瑞芸,金門縣,0990817,教育部,,,,0990511,審核修正通過,國立金門大學,0991029,0,辦理結案,0
0990734A,差異分析報告,張瑞芸,金門縣,0990817,教育部,,,,0990511,審核修正通過,國立金門大學,0991029,0,辦理結案,0
0990721A,差異分析報告,鄭惠文,臺灣本島,0990805,交通部,,,,0990422,審核修正通過,台北市捷運工程局,0990920,0,辦理結案,0
0990713A,說明書,鄭惠文,嘉義縣,0990930,經濟部,工廠之設立,公頃,,0990420,有條件通過環境影響評估,台灣糖業公司,1000107,23.6,辦理結案,23.6
0990704A,說明書,鄭惠文,嘉義縣,0990930,經濟部,工廠之設立,公頃,,0990420,有條件通過環境影響評估,台灣糖業公司,1000107,23.6,辦理結案,23.6
0990694A,變更內容對照表,陳妙玲,新北市,0990614,行政院體育委員會,,,本書件為修訂本,0990420,審核修正通過,柏林育樂股份有限公司,0990726,0,辦理結案,0
0990683A,差異分析報告,溫育勇,臺南市,0990511,交通部,,,,0990420,審核修正通過,台灣省交通處公路局,0990726,0,辦理結案,0
0990673A,環境現況差異分析及對策檢討報告,張同婉,臺中縣,0990831,教育部,,,,0990419,審核修正通過,朝陽科技大學,0991029,0,辦理結案,0
0990663A,環境現況差異分析及對策檢討報告,張同婉,臺中縣,0990831,教育部,,,,0990419,審核修正通過,朝陽科技大學,0991029,0,辦理結案,0
0990653A,環境現況差異分析及對策檢討報告,張同婉,臺中縣,0990831,教育部,,,,0990419,審核修正通過,朝陽科技大學,0991029,0,辦理結案,0
0990644A,環境現況差異分析及對策檢討報告,張同婉,臺中縣,0990831,教育部,,,,0990419,審核修正通過,朝陽科技大學,0991029,0,辦理結案,0
0990633A,環境現況差異分析及對策檢討報告,張同婉,臺中縣,0990831,教育部,,,,0990419,審核修正通過,朝陽科技大學,0991029,0,辦理結案,0
0990623A,環境現況差異分析及對策檢討報告,張同婉,臺中縣,0990831,教育部,,,,0990419,審核修正通過,朝陽科技大學,0991029,0,辦理結案,0
0990611A,差異分析報告,張同婉,屏東縣,0990505,經濟部,,,,0990419,審核修正通過,經濟部加工出口區管理處,0990726,0,辦理結案,0
0990604A,說明書,張同婉,臺北市,0990608,交通部觀光局.台北市政府,高樓建築,公頃,,0990409,有條件通過環境影響評估,宜華國際股份有限公司,0990726,2.523465,辦理結案,2.523465
0990597A,變更內容對照表,陳妙玲,苗栗縣,0990428,體委會,,,,0990407,審核修正通過,全國高爾夫實業股份有限公司,0990614,0,辦理結案,0
0990583A,變更內容對照表,陳妙玲,苗栗縣,0990428,體委會,,,,0990407,審核修正通過,全國高爾夫實業股份有限公司,0990614,0,辦理結案,0
0990574A,變更內容對照表,陳妙玲,臺中市,0990428,經濟部工業局,,,,0990402,審核修正通過,貝民股份有限公司,0990614,0,辦理結案,0
0990565A,變更內容對照表,陳妙玲,臺中市,0990428,經濟部工業局,,,,0990402,審核修正通過,貝民股份有限公司,0990614,0,辦理結案,0
0990553A,說明書,張秀慧,新北市,-,新北市政府,新市區建設,,,,審查中,億豐資產管理股份有限公司,-,0,,3.6701
0990543A,變更內容對照表,張瑞芸,桃園縣,0990902,科學工業園區管理局,,,,0990316,審核修正通過,友達光電股份有限公司,0991201,0,辦理結案,0
0990531A,變更內容對照表,張瑞芸,桃園縣,0990902,科學工業園區管理局,,,,0990316,審核修正通過,友達光電股份有限公司,0991201,0,辦理結案,0
0990524A,說明書,黃亭蓉,新北市,0991206,新北市政府,新市區建設,,,,審查中,尚志資產開發股份有限公司,-,0,,8.656025
0990514A,差異分析報告,張瑞芸,桃園縣,0990902,行政院國家科學委員會,,,,0990319,審核修正通過,科學工業園區管理局,-,0,辦理結案,0
0990504A,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,國賓大地環保事業股份有限公司,-,0,,0
0990503B,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,國賓大地環保事業股份有限公司,-,0,,0
0990494A,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,國賓大地環保事業股份有限公司,-,0,,0
0990494B,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,國賓大地環保事業股份有限公司,-,0,,0
0990484A,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,國賓大地環保事業股份有限公司,-,0,,0
0990481B,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,國賓大地環保事業股份有限公司,-,0,,0
0990474A,說明書,溫育勇,臺中市,0990430,教育部,文教建設之開發,公頃,本書件為初稿本,0990319,退件/撤銷,東海大學,-,133.2,辦理結案,133.2
0990471B,變更內容對照表,顏佳慧,新北市,-,新北市政府,,,,,審核修正通過,新總陽建設股份有限公司,-,0,辦理結案,0
0990464B,評估報告書,鄭惠文,臺灣地區,1000421,經濟部工業局,工廠之設立,公尺,"本案開發單位申請撤回,本署業於100年5月26日備查在案.",0990323,退件/撤銷,經濟部工業局,-,4450,辦理結案,733.5
0990463A,評估報告書,鄭惠文,臺灣地區,1000421,經濟部工業局,工廠之設立,公尺,"本案開發單位申請撤回,本署業於100年5月26日備查在案.",0990323,退件/撤銷,經濟部工業局,-,4450,辦理結案,733.5
0990454A,評估報告書,張同婉,彰化縣,1000421,經濟部工業局,園區之開發,公頃,"本案開發單位申請撤回,本署業於100年6月1日備查在案.",0990323,退件/撤銷,國光石化科技股份有限公司,-,2773.11,辦理結案,8194.81
0990454B,評估報告書,張同婉,彰化縣,1000421,經濟部工業局,園區之開發,公頃,"本案開發單位申請撤回,本署業於100年6月1日備查在案.",0990323,退件/撤銷,國光石化科技股份有限公司,-,2773.11,辦理結案,8194.81
0990441A,變更內容對照表,姜樹成,臺中市,-,都發局,,,,,審核修正通過,合眾建築經理股份有限公司,0990413,0,辦理結案,0
0990441B,說明書,楊智凱,新北市,1000415,交通部,道路之開發,公里,,0990318,有條件通過環境影響評估,新北市政府,1000622,4.7,辦理結案,0
0990434B,說明書,楊智凱,新北市,1000415,交通部,道路之開發,公里,,0990318,有條件通過環境影響評估,新北市政府,1000622,4.7,辦理結案,0
0990432A,差異分析報告,何文淵,桃園縣,0990712,經濟部工業局,,,,0990311,審核修正通過,大洋塑膠工業股份有限公司,0990920,0,辦理結案,0
0990422A,變更內容對照表,顏佳慧,新北市,0990908,新北市政府,,,,,審核修正通過,寶贊開發事業股份有限公司,-,0,,0
0990421B,說明書,姜樹成,臺中市,-,都發局,高樓建築,平方公尺,,0880630,有條件通過環境影響評估,允將建設股份有限公司,-,228778,辦理結案,0.228778
0990414B,說明書,姜樹成,臺中市,-,都發局,高樓建築,平方公尺,,0880630,有條件通過環境影響評估,允將建設股份有限公司,-,228778,辦理結案,0.228778
0990414T,說明書,姜樹成,臺中市,-,都發局,高樓建築,平方公尺,,0880630,有條件通過環境影響評估,允將建設股份有限公司,-,228778,辦理結案,0.228778
0990413A,說明書,姜樹成,臺中市,-,都發局,高樓建築,平方公尺,,0880630,有條件通過環境影響評估,允將建設股份有限公司,-,228778,辦理結案,0.228778
0990404B,說明書,姜樹成,臺中市,-,都發局,高樓建築,平方公尺,,0880630,有條件通過環境影響評估,允將建設股份有限公司,-,228778,辦理結案,0.228778
0990404T,說明書,姜樹成,臺中市,-,都發局,高樓建築,平方公尺,,0880630,有條件通過環境影響評估,允將建設股份有限公司,-,228778,辦理結案,0.228778
0990401A,變更內容對照表,邱景昆,嘉義縣,0990331,經濟部能源局,,,本書件為定稿本,0990225,審核修正通過,台灣化學纖維股份有限公司新港廠,0990510,0,辦理結案,0
0990393A,變更內容對照表,陳妙玲,彰化縣,0990331,內政部營建署,,,本書件為初稿本；本案開發單位經內政部營建署100年10月14日營署綜字第1000061864號函撤回申請。,0990310,其他,邱鴻,-,0,辦理結案,0
0990393B,差異分析報告,孫技正,新北市,0991122,新北市政府,,,,,審查中,甲山林建設股份有限公司,-,0,,0
0990384B,差異分析報告,孫技正,新北市,0991122,新北市政府,,,,,審查中,甲山林建設股份有限公司,-,0,,0
0990381A,變更內容對照表,陳妙玲,臺灣地區,0990319,交通部,,,,0990312,審核修正通過,交通部台灣區國道新建工程局,0990614,0,辦理結案,0
0990381T,變更內容對照表,陳妙玲,臺灣地區,0990319,交通部,,,,0990312,審核修正通過,交通部台灣區國道新建工程局,0990614,0,辦理結案,0
0990374A,變更內容對照表,張盈瑄,南投縣,0990329,經濟部,,,本書件為定稿本,0990308,審核修正通過,台灣電力公司,0990920,0,辦理結案,0
0990374B,變更內容對照表,姜樹成,臺中市,1000315,都發局,,,,,審核修正通過,悅騰建設股份有限公司,0990713,0,辦理結案,0
0990364A,變更內容對照表,姜樹成,臺中市,1000315,都發局,,,,,審核修正通過,悅騰建設股份有限公司,0990713,0,辦理結案,0
0990363B,說明書,謝宏松,新北市,0991011,新北市政府,高樓建築,,,,審查中,博元建設股份有限公司,-,0,,1.216171
0990354A,變更內容對照表,黃亭蓉,新北市,-,新北市政府,,,,,審核修正通過,愛板新紀股份有限公司,-,0,,0
0990354T,差異分析報告,張瑞芸,臺北市,0990324,中央研究院,,,,0990308,審核修正通過,中央研究院,0990510,0,辦理結案,0
0990353B,差異分析報告,張瑞芸,臺北市,0990324,中央研究院,,,,0990308,審核修正通過,中央研究院,0990510,0,辦理結案,0
0990344A,差異分析報告,張瑞芸,臺北市,0990324,中央研究院,,,,0990308,審核修正通過,中央研究院,0990510,0,辦理結案,0
0990343B,差異分析報告,張瑞芸,臺北市,0990324,中央研究院,,,,0990308,審核修正通過,中央研究院,0990510,0,辦理結案,0
0990341T,差異分析報告,張瑞芸,臺北市,0990324,中央研究院,,,,0990308,審核修正通過,中央研究院,0990510,0,辦理結案,0
0990334A,差異分析報告,張瑞芸,臺北市,0990324,中央研究院,,,,0990308,審核修正通過,中央研究院,0990510,0,辦理結案,0
0990334T,差異分析報告,顏佳慧,新北市,0990709,新北市政府,,,,,審查中,長永開發股份有限公司,-,0,,0
0990331B,差異分析報告,張秀慧,新北市,0991018,新北市政府,,,,0990826,審查中,兆豐國際商業銀行股份有限公司,-,0,,0
0990324A,變更內容對照表,陳妙玲,臺南縣,0990601,經濟部工業局,,,,0990225,審核修正通過,台南縣政府,0990920,0,辦理結案,0
0990324B,變更內容對照表,陳妙玲,臺南縣,0990601,經濟部工業局,,,,0990225,審核修正通過,台南縣政府,0990920,0,辦理結案,0
0990321T,差異分析報告,黃亭蓉,新北市,0990623,新北市政府,,,,0990623,審核修正通過,勝華建設有限公司,-,0,,0
0990313A,差異分析報告,黃亭蓉,新北市,0990623,新北市政府,,,,0990623,審核修正通過,勝華建設有限公司,-,0,,0
0990313B,差異分析報告,周韋儒,桃園縣,-,桃園縣政府,,,1.此繳費日期為書件封面當月之1號。2.本案之書件非定稿本，由於係103年補傳之案件，定稿本暫無。,0990301,審核修正通過,大江國際股份有限公司中壢分公司,-,0,辦理結案,0
0990304A,差異分析報告,姜智敏,高雄市,-,高雄市政府觀光局,,,,0990611,審核修正通過,大悅大酒店、義大開發股份有限公司,0991005,0,辦理結案,0
0990303B,差異分析報告,姜智敏,高雄市,-,高雄市政府觀光局,,,,0990611,審核修正通過,大悅大酒店、義大開發股份有限公司,0991005,0,辦理結案,0
0990294A,其他 (對照表+評估書),溫育勇,彰化縣,0990713,經濟部工業局,,,,0990212,審核修正通過,彰化縣政府,0990726,0,辦理結案,0
0990293B,差異分析報告,林芳津,苗栗縣,1000823,苗栗縣政府工商發展處,,,,,審核修正通過,長春石油化學股份有限公司,1001114,0,辦理結案,0
0990291D,差異分析報告,張舜華,高雄市,-,高雄縣政府民政處,,,,0981201,審核修正通過,諦願寺,0981117,0,辦理結案,0
0990291T,差異分析報告,張舜華,高雄市,-,高雄縣政府民政處,,,,0981201,審核修正通過,諦願寺,0981117,0,辦理結案,0
0990284A,差異分析報告,張舜華,高雄市,-,高雄縣政府民政處,,,,0981201,審核修正通過,諦願寺,0981117,0,辦理結案,0
0990284T,差異分析報告,張舜華,高雄市,-,高雄縣政府民政處,,,,0981201,審核修正通過,諦願寺,0981117,0,辦理結案,0
0990283B,差異分析報告,張舜華,高雄市,-,高雄縣政府民政處,,,,0981201,審核修正通過,諦願寺,0981117,0,辦理結案,0
0990283D,差異分析報告,張舜華,高雄市,-,高雄縣政府民政處,,,,0981201,審核修正通過,諦願寺,0981117,0,辦理結案,0
0990283X,說明書,周韋儒,桃園縣,-,桃園縣政府工務局,高樓建築,平方公尺,由於本案係103年補傳，繳費日期以第一次提案審查之日期表示。,0990208,有條件通過環境影響評估,中悅建設開發股份有限公司/中麓建設股份有限公司,0990323,16279.08,辦理結案,1.627908
0990278A,變更內容對照表,顏佳慧,新北市,0990628,新北市政府,,,,0990628,審核修正通過,中國建築經理股份有限公司,-,0,,0
0990274B,變更內容對照表,林芳津,苗栗縣,0991012,苗栗縣政府工商發展處,,,,0990927,審核修正通過,長春石油化學股份有限公司,-,0,辦理結案,0
