Id,DevCategory,Taker,SendDate,Area,Region,Agency,ExamineDate,CommitteeDate,ExamineStatus,Status,DocType,DevUnit,Notes,Unit,Size
0850031E,公墓興建或擴建工程,,,2.681,新竹縣,新竹縣政府,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,新竹縣竹北市公所,說明書,公頃,2.681
0850031D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,龍顯國際股份有限公司(陳威伸),,,
0850032A,文教建設之開發,,,29,南投縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,行政院文化建設委員會,,公頃,29
0850036B,公墓興建或擴建工程,張秀慧,,2.0988,新北市,,-,-,審核通過,,因應對策,徐燦亮,,公頃,2.0988
0850041D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,遠百企業股份有限公司,,,
0850041A,道路之開發,-,0840101,0,臺灣本島,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部台灣區國道高速公路局,承辦人.繳費日期僅供參考,公里,155
0850051D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,交通部台灣區國道高速公路局,,,
0850052A,文教建設之開發,,,12.37,新北市,教育部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,財團法人台灣基督長老教會馬偕紀念社會事業基金會,,公頃,12.37
0850054A,,,,0,新北市,教育部,-,-,審核修正通過,辦理結案,變更內容對照表,私立馬偕護理專科學校,,,0
0850061D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,陳萬河,,,
0850061A,環境保護工程之興建,,,0.1,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,高傑電線電纜粉碎股份有限公司,,公噸,60
0850071L,工廠之設立,郭殷碩,0850610,5.5975,臺南市,臺南市政府,0850930,-,有條件通過環境影響評估,辦理結案,說明書,臺南市政府環境保護局,,公頃,5.5975
0850071D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,大江紡織股份有限公司,,,
0850071A,遊樂區之開發,,,9.35,澎湖縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部觀光局,,,
0850081L,工商綜合區開發、購物專用區、大型購物中心之興建,潘忠政,0980617,1.00188,臺南市,臺南市政府,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣紙業股份有限公司,,平方公尺,100188
0850081D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,理成營造工程股份有限公司,,,
0850082A,園區之開發,彭成熹,0860408,81.5,臺東縣,經濟部,0860523,0861106,有條件通過環境影響評估,辦理結案,評估報告書,台灣省政府建設廳　台東縣政府,,公頃,81.5
0850091D,,王宇萱,,,桃園縣,,-,-,審查中,,說明書,江朝宗,,,
0850092A,環境保護工程之興建,孫維謙,,10,宜蘭縣,行政院環保署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,行政院環境保護署,,公噸,600
0850101D,工商綜合區開發、購物專用區、大型購物中心之興建,周韋儒,0850216,5,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,大江紡織股份有限公司,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案歷次(通過)審查會議紀錄詳見書件目錄C00。,公頃,5
0850102A,園區之開發,謝志男,,650,臺南市,經濟部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,行政院國家科學委員會,,公頃,650
0850111D,工商綜合區開發、購物專用區、大型購物中心之興建,周韋儒,0850425,5,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,理成營造工程股份有限公司,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案歷次(通過)審查會議紀錄詳見書件目錄A03。,公頃,5
0850111A,道路之開發,黃雅絢,,0,臺灣地區,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力股份有限公司,,公尺,6300
0850121D,公墓興建或擴建工程,周韋儒,0851028,2.1699,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,說明書,江朝宗,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案通過審查會議紀錄詳見書件目錄C00。,公頃,2.1699
0850122A,新市區建設,徐淑芷,,10.0943,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,陳文池,,公頃,10.09
0850131A,環境保護工程之興建,,,0.25,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,桃園國際機場股份有限公司,,公噸,120
0850132D,新市區建設,周韋儒,0851119,10.1603,桃園縣,桃園縣政府,-,-,有條件通過環境影響評估,辦理結案,評估報告書,陳萬河,1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。,公頃,10.1603
0850141D,新市區建設,周韋儒,0851001,23.7554,桃園縣,桃園縣政府,-,-,通過環境影響評估審查,辦理結案,說明書,許憲宗,1.本案係103年補傳之資料，繳費日期以書件封面日期表示。,公頃,23.7554
0850141A,環境保護工程之興建,黃雅絢,,26.19,金門縣,行政院環保署,-,-,有條件通過環境影響評估,辦理結案,說明書,金門縣政府,,公噸,180
0850152A,醫療建設之開發,,,53.685,桃園縣,行政院衛生署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,財團法人長庚紀念醫院,,,4500
0850161A,鐵路之開發,,,0,臺北市,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部鐵路改建工程局,,公里,17.5
0850172A,供水、抽水或引水工程之開發,,,288,新竹縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,經濟部工業局,,立方公尺,191500
0850173A,,陳昭旭,,0,新竹縣,經濟部,-,-,審核修正通過,辦理結案,差異分析報告,經濟部水利處,,,0
0850174A,,郭博鳴,,0,新竹縣,經濟部,-,-,審核修正通過,辦理結案,變更內容對照表,經濟部水利處,,,0
0850192A,環境保護工程之興建,張銀泉,0850520,0.5,臺中市,行政院環境保護署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台中縣環境保護局,,公噸,15
0850201A,工廠之設立,,,1873,臺南縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,大東亞石油化學股份有限公司,,公頃,1873
0850221A,核能及其他能源之開發,蔡玲儀,0860606,78,臺中市,經濟部,0860626,0860703,應繼續進行第二階段環境影響評估,辦理結案,說明書,海渡電力股份有限公司,,公頃,78
0850231A,核能及其他能源之開發,孫維謙,,0,臺灣地區,經濟部,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣電力公司,,公噸,465
0850241A,道路之開發,,,0,臺灣地區,交通部,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部台灣區國道高速公路局,,公里,30
0850243A,,張同婉,,0,臺灣地區,交通部,-,-,審核修正通過,辦理結案,差異分析報告,交通部台灣區國道高速公路局,,,0
0850251A,道路之開發,,,,臺灣本島,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府交通處公路局,,公里,358
0850261A,道路之開發,,,,臺灣本島,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,358
0850271A,園區之開發,徐淑芷,,220.1379,新竹縣,經濟部工業局,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,橫坑開發股份有限公司,,公頃,20.1379
0850282A,機場之開發,邱景昆,,120,屏東縣,交通部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,交通部民用航空局,,公頃,120
0850291A,園區之開發,張同婉,,10.054,高雄市,經濟部工業局,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,光黎工程股份有限公司,,公頃,10.054
0850301A,工廠之設立,王子玉,,2.523,桃園縣,桃園縣政府環境保護局,-,-,有條件通過環境影響評估,辦理結案,說明書,遠百企業股份有限公司,,公頃,2.523
0850304A,,李明昌,,0,桃園縣,桃園縣政府環境保護局,-,-,審核修正通過,辦理結案,變更內容對照表,遠百企業股份有限公司,,,0
0850312A,園區之開發,,,89.6729,桃園縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,龍顯國際股份有限公司,,公頃,89.6729
0850321A,供水、抽水或引水工程之開發,,,,新北市,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,經濟部水資源統一規劃委員會,,立方公尺,15600000
0850331A,新市區建設,張同婉,0860607,23.2538,桃園縣,內政部營建署,0870605,-,有條件通過環境影響評估,辦理結案,說明書,陳香秀,,公頃,23.2538
0850351A,新市區建設,邱景昆,,33.2655,桃園縣,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,欣業永開發股份有限公司,,公頃,33.2655
0850361A,道路之開發,,,,臺灣本島,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省交通處公路局,,公里,138
0850391A,核能及其他能源之開發,陳昭旭,,0,雲林縣,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣塑膠工業(股)、南亞塑膠工業(股)、台灣化學纖維(股)、台朔重工(股)、台塑石化(股),,瓩,2400000
0850401A,其他開發行為,孫維謙,,10.69,臺南市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,法務部台灣明德外役監獄,,公頃,10.69
0850431A,道路之開發,,,,臺灣本島,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府交通處公路局,,公里,129.8
0850433A,,呂雅雯,,0,臺灣本島,交通部,-,-,審核修正通過,辦理結案,差異分析報告,交通部公路總局西部濱海公路中區工程處,,,0
0850441A,工廠之設立,,,2.568,臺北市,,-,-,有條件通過環境影響評估,辦理結案,說明書,南隆鋼鐵股份有限公司,,公頃,2.568
0850452A,新市區建設,黃雅絢,,20.14,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,陳文池,,公頃,20.14
0850461A,新市區建設,,,10.5874,屏東縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,陸興遊樂事業股份有限公司,,公頃,10.5874
0850471A,新市區建設,邱景昆,,57.3322,新北市,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,新來建設股份有限公司,,公頃,57.3322
0850482A,園區之開發,徐淑芷,,207,桃園縣,經濟部,0850130,-,有條件通過環境影響評估,辦理結案,評估報告書,桃園縣政府,,公頃,207
0850491A,新市區建設,,,19.061,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,吳聲浪,,公頃,19.061
0850511A,核能及其他能源之開發,孫維謙,,13.75,嘉義縣,經濟部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,嘉惠電力股份有限公司,,公頃,13.75
0850521A,核能及其他能源之開發,陳昭旭,,22.9,花蓮縣,經濟部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,富保和中電力股份有限公司籌備處,,公頃,22.9
0850531A,核能及其他能源之開發,,,14.3,宜蘭縣,經濟部,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,富堡電力股份有限公司,,公頃,14.3
0850542A,新市區建設,黃雅絢,,29.5057,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,神達電腦股份有限公司,,公頃,29.5057
0850551A,新市區建設,張同婉,,19.4813,桃園縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,說明書,林隆存,,公頃,19.4813
0850561A,新市區建設,盧柏州,,13.6696,新北市,內政部營建署,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,林阿仁、林鴻彬,,公頃,13.6696
0850571A,供水、抽水或引水工程之開發,,,23.1275,高雄市,,-,-,有條件通過環境影響評估,辦理結案,說明書,臺灣省自來水股份有限公司第七區管理處,,公頃,23.1275
0850581A,農、林、漁、牧地之開發利用（設置休閒農場或農產品加工場所）,,,5.5084,雲林縣,,-,-,有條件通過環境影響評估,辦理結案,說明書,雲林縣大埤鄉公所,,公頃,5.5084
0850584A,,,,0,雲林縣,,-,-,審核修正通過,辦理結案,變更內容對照表,雲林縣大埤鄉公所,,,0
0850591A,工廠之設立,黃照群,,81.4,臺中市,經濟部工業局,-,-,有條件通過環境影響評估,辦理結案,說明書,中龍鋼鐵股份有限公司,,公頃,81.4
0850601A,新市區建設,,,12.2088,桃園縣,,-,-,認定不應開發,辦理結案,說明書,洪老典,,公頃,12.2088
0850611A,機場之開發,,,23.7,新竹市,,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部民航局,,公頃,23.7
0850622A,觀光(休閒)飯店、旅(賓)館,徐淑芷,,23.7554,新竹市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,許憲宗,,公頃,23.7554
0850624A,,張同婉,,0,新竹市,內政部營建署,-,-,審核修正通過,辦理結案,變更內容對照表,許憲宗,,,0
0850638A,探礦、採礦,,,4.1072,新竹縣,,-,-,審核修正通過,,其他,台灣糖業股份有限公司,,公頃,4.1072
0850641A,工廠之設立,,,1036,臺南縣,,-,-,應繼續進行第二階段環境影響評估,辦理結案,說明書,燁隆集團,,公頃,1036
0850652A,新市區建設,陳雪梅,,21.4463,南投縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,萬方立建設股份有限公司,,公頃,21.4463
0850662A,新市區建設,謝志男,,11.92,新竹縣,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,何廷熙,,公頃,11.92
0850672A,新市區建設,邱景昆,,14.191101,新竹市,內政部,-,-,有條件通過環境影響評估,辦理結案,評估報告書,吳瑞彬、林炳煌,,公頃,14.191101
0850682A,其他開發行為,孫維謙,,10.16,桃園縣,-,-,0850720,有條件通過環境影響評估,辦理結案,評估報告書,陳萬河,,公頃,10.16
0850692A,蓄水工程之開發,,,97774,南投縣,,-,-,有條件通過環境影響評估,辦理結案,評估報告書,台灣省水利局,,公頃,97774
0850702A,新市區建設,,,2161.37,臺灣本島,,0981231,-,有條件通過環境影響評估,辦理結案,評估報告書,內政部營建署,,公頃,2161.37
0850712A,新市區建設,邱景昆,0850312,24.4618,高雄市,內政部營建署,-,-,有條件通過環境影響評估,辦理結案,評估報告書,長山育樂股份有限公司,,公頃,24.4618
0850722A,園區之開發,蔡玲儀,0851018,216.9846,新竹縣,經濟部,0851128,-,有條件通過環境影響評估,辦理結案,評估報告書,橫坑開發股份有限公司,,公頃,216.9846
0850731A,鐵路之開發,,,0,臺南市,,-,-,有條件通過環境影響評估,辦理結案,說明書,交通部鐵路改建工程局中部工程處,,公里,7.55
0850741A,農、林、漁、牧地之開發利用（設置休閒農場或農產品加工場所）,,,192.6427,臺南市,,-,-,有條件通過環境影響評估,辦理結案,說明書,台灣省政府教育廳 台灣省政府地政處 台南市政府,,公頃,192.6427
